,pq_id,passage,question,text
42,2:25-25_143,وبشر الذين آمنوا وعملوا الصالحات أن لهم جنات تجري من تحتها الأنهار كلما رزقوا منها من ثمرة رزقا قالوا هذا الذي رزقنا من قبل وأتوا به متشابها ولهم فيها أزواج مطهرة وهم فيها خالدون.,وصف أحور عين,أزواج مطهرة
43,55:46-78_143,ولمن خاف مقام ربه جنتان. فبأي آلاء ربكما تكذبان. ذواتا أفنان. فبأي آلاء ربكما تكذبان. فيهما عينان تجريان. فبأي آلاء ربكما تكذبان. فيهما من كل فاكهة زوجان. فبأي آلاء ربكما تكذبان. متكئين على فرش بطائنها من إستبرق وجنى الجنتين دان. فبأي آلاء ربكما تكذبان. فيهن قاصرات الطرف لم يطمثهن إنس قبلهم ولا جان. فبأي آلاء ربكما تكذبان. كأنهن الياقوت والمرجان. فبأي آلاء ربكما تكذبان. هل جزاء الإحسان إلا الإحسان. فبأي آلاء ربكما تكذبان. ومن دونهما جنتان. فبأي آلاء ربكما تكذبان. مدهامتان. فبأي آلاء ربكما تكذبان. فيهما عينان نضاختان. فبأي آلاء ربكما تكذبان. فيهما فاكهة ونخل ورمان. فبأي آلاء ربكما تكذبان. فيهن خيرات حسان. فبأي آلاء ربكما تكذبان. حور مقصورات في الخيام. فبأي آلاء ربكما تكذبان. لم يطمثهن إنس قبلهم ولا جان. فبأي آلاء ربكما تكذبان. متكئين على رفرف خضر وعبقري حسان. فبأي آلاء ربكما تكذبان. تبارك اسم ربك ذي الجلال والإكرام.,وصف أحور عين,خيرات حسان
44,55:46-78_143,ولمن خاف مقام ربه جنتان. فبأي آلاء ربكما تكذبان. ذواتا أفنان. فبأي آلاء ربكما تكذبان. فيهما عينان تجريان. فبأي آلاء ربكما تكذبان. فيهما من كل فاكهة زوجان. فبأي آلاء ربكما تكذبان. متكئين على فرش بطائنها من إستبرق وجنى الجنتين دان. فبأي آلاء ربكما تكذبان. فيهن قاصرات الطرف لم يطمثهن إنس قبلهم ولا جان. فبأي آلاء ربكما تكذبان. كأنهن الياقوت والمرجان. فبأي آلاء ربكما تكذبان. هل جزاء الإحسان إلا الإحسان. فبأي آلاء ربكما تكذبان. ومن دونهما جنتان. فبأي آلاء ربكما تكذبان. مدهامتان. فبأي آلاء ربكما تكذبان. فيهما عينان نضاختان. فبأي آلاء ربكما تكذبان. فيهما فاكهة ونخل ورمان. فبأي آلاء ربكما تكذبان. فيهن خيرات حسان. فبأي آلاء ربكما تكذبان. حور مقصورات في الخيام. فبأي آلاء ربكما تكذبان. لم يطمثهن إنس قبلهم ولا جان. فبأي آلاء ربكما تكذبان. متكئين على رفرف خضر وعبقري حسان. فبأي آلاء ربكما تكذبان. تبارك اسم ربك ذي الجلال والإكرام.,وصف أحور عين,حور مقصورات في الخيام
45,55:46-78_143,ولمن خاف مقام ربه جنتان. فبأي آلاء ربكما تكذبان. ذواتا أفنان. فبأي آلاء ربكما تكذبان. فيهما عينان تجريان. فبأي آلاء ربكما تكذبان. فيهما من كل فاكهة زوجان. فبأي آلاء ربكما تكذبان. متكئين على فرش بطائنها من إستبرق وجنى الجنتين دان. فبأي آلاء ربكما تكذبان. فيهن قاصرات الطرف لم يطمثهن إنس قبلهم ولا جان. فبأي آلاء ربكما تكذبان. كأنهن الياقوت والمرجان. فبأي آلاء ربكما تكذبان. هل جزاء الإحسان إلا الإحسان. فبأي آلاء ربكما تكذبان. ومن دونهما جنتان. فبأي آلاء ربكما تكذبان. مدهامتان. فبأي آلاء ربكما تكذبان. فيهما عينان نضاختان. فبأي آلاء ربكما تكذبان. فيهما فاكهة ونخل ورمان. فبأي آلاء ربكما تكذبان. فيهن خيرات حسان. فبأي آلاء ربكما تكذبان. حور مقصورات في الخيام. فبأي آلاء ربكما تكذبان. لم يطمثهن إنس قبلهم ولا جان. فبأي آلاء ربكما تكذبان. متكئين على رفرف خضر وعبقري حسان. فبأي آلاء ربكما تكذبان. تبارك اسم ربك ذي الجلال والإكرام.,وصف أحور عين,لم يطمثهن إنس قبلهم ولا جان
46,56:11-26_143,أولئك المقربون. في جنات النعيم. ثلة من الأولين. وقليل من الآخرين. على سرر موضونة. متكئين عليها متقابلين. يطوف عليهم ولدان مخلدون. بأكواب وأباريق وكأس من معين. لا يصدعون عنها ولا ينزفون. وفاكهة مما يتخيرون. ولحم طير مما يشتهون. وحور عين. كأمثال اللؤلؤ المكنون. جزاء بما كانوا يعملون. لا يسمعون فيها لغوا ولا تأثيما. إلا قيلا سلاما سلاما.,وصف أحور عين,كأمثال اللؤلؤ المكنون
47,56:27-40_143,وأصحاب اليمين ما أصحاب اليمين. في سدر مخضود. وطلح منضود. وظل ممدود. وماء مسكوب. وفاكهة كثيرة. لا مقطوعة ولا ممنوعة. وفرش مرفوعة. إنا أنشأناهن إنشاء. فجعلناهن أبكارا. عربا أترابا. لأصحاب اليمين. ثلة من الأولين. وثلة من الآخرين.,وصف أحور عين,إنا أنشأناهن إنشاء. فجعلناهن أبكارا. عربا أترابا
48,2:26-27_231,إن الله لا يستحيي أن يضرب مثلا ما بعوضة فما فوقها فأما الذين آمنوا فيعلمون أنه الحق من ربهم وأما الذين كفروا فيقولون ماذا أراد الله بهذا مثلا يضل به كثيرا ويهدي به كثيرا وما يضل به إلا الفاسقين. الذين ينقضون عهد الله من بعد ميثاقه ويقطعون ما أمر الله به أن يوصل ويفسدون في الأرض أولئك هم الخاسرون.,نوع حيوان ذكر قرآن,بعوضة
49,2:49-52_231,وإذ نجيناكم من آل فرعون يسومونكم سوء العذاب يذبحون أبناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم. وإذ فرقنا بكم البحر فأنجيناكم وأغرقنا آل فرعون وأنتم تنظرون. وإذ واعدنا موسى أربعين ليلة ثم اتخذتم العجل من بعده وأنتم ظالمون. ثم عفونا عنكم من بعد ذلك لعلكم تشكرون.,نوع حيوان ذكر قرآن,العجل
50,2:53-57_231,وإذ آتينا موسى الكتاب والفرقان لعلكم تهتدون. وإذ قال موسى لقومه يا قوم إنكم ظلمتم أنفسكم باتخاذكم العجل فتوبوا إلى بارئكم فاقتلوا أنفسكم ذلكم خير لكم عند بارئكم فتاب عليكم إنه هو التواب الرحيم. وإذ قلتم يا موسى لن نؤمن لك حتى نرى الله جهرة فأخذتكم الصاعقة وأنتم تنظرون. ثم بعثناكم من بعد موتكم لعلكم تشكرون. وظللنا عليكم الغمام وأنزلنا عليكم المن والسلوى كلوا من طيبات ما رزقناكم وما ظلمونا ولكن كانوا أنفسهم يظلمون.,نوع حيوان ذكر قرآن,العجل
51,2:53-57_231,وإذ آتينا موسى الكتاب والفرقان لعلكم تهتدون. وإذ قال موسى لقومه يا قوم إنكم ظلمتم أنفسكم باتخاذكم العجل فتوبوا إلى بارئكم فاقتلوا أنفسكم ذلكم خير لكم عند بارئكم فتاب عليكم إنه هو التواب الرحيم. وإذ قلتم يا موسى لن نؤمن لك حتى نرى الله جهرة فأخذتكم الصاعقة وأنتم تنظرون. ثم بعثناكم من بعد موتكم لعلكم تشكرون. وظللنا عليكم الغمام وأنزلنا عليكم المن والسلوى كلوا من طيبات ما رزقناكم وما ظلمونا ولكن كانوا أنفسهم يظلمون.,نوع حيوان ذكر قرآن,السلوى
